parcelnum	hemis	X	Y	Z	lobe	region	network	yeo7	yeo17	final_groups
512	R	25.17	2.63	-19.7	Temporal	insula	Cingulo-opercular	FreeSurfer_Defined_Medial_Wall	FreeSurfer_Defined_Medial_Wall	112
513	R	42.94	44.71	-6.98	Frontal	parsorbitalis	Frontal-Parietal	7Networks_6	17Networks_13	299
514	R	32.56	27.55	-7.85	Frontal	lateralorbitofrontal	Default	7Networks_7	17Networks_16	164
515	R	34.59	45.55	-9.37	Frontal	parsorbitalis	Frontal-Parietal	7Networks_6	17Networks_13	300
516	R	26.78	39.99	-11.33	Frontal	lateralorbitofrontal	Frontal-Parietal	7Networks_6	17Networks_13	301
517	R	21.08	9.87	-15.73	Frontal	lateralorbitofrontal	Cingulo-opercular	7Networks_5	17Networks_10	113
518	R	23.41	28.04	-12.73	Frontal	lateralorbitofrontal	Frontal-Parietal	7Networks_5	17Networks_10	302
519	R	19.24	24.52	-16.29	Frontal	lateralorbitofrontal	none	7Networks_5	17Networks_10	378
520	R	14.54	23.91	-18.82	Frontal	lateralorbitofrontal	none	7Networks_5	17Networks_10	379
521	R	12.63	14.9	-15.46	Frontal	lateralorbitofrontal	none	7Networks_5	17Networks_10	380
522	R	10.52	50.18	-16.97	Frontal	lateralorbitofrontal	Default	7Networks_5	17Networks_10	165
523	R	10.02	26.87	-15.63	Frontal	lateralorbitofrontal	none	7Networks_5	17Networks_10	381
524	R	9.47	40.33	-15.33	Frontal	lateralorbitofrontal	Frontal-Parietal	7Networks_5	17Networks_10	303
525	R	3.19	36.01	-14.33	Frontal	medialorbitofrontal	Default	7Networks_5	17Networks_10	166
526	R	3.17	20.69	-13.66	Frontal	medialorbitofrontal	Default	7Networks_5	17Networks_10	167
527	R	59.19	-32.29	-12.65	Temporal	middletemporal	Frontal-Parietal	7Networks_6	17Networks_13	304
528	R	55.85	-19.73	-17.52	Temporal	middletemporal	Frontal-Parietal	7Networks_7	17Networks_16	305
529	R	46.98	-8.78	-26.33	Temporal	middletemporal	Default	7Networks_7	17Networks_17	168
530	R	45.74	2.79	-27.94	Temporal	middletemporal	Default	7Networks_7	17Networks_17	169
531	R	33.57	9.81	-30.17	Temporal	temporalpole	Frontal-Parietal	7Networks_5	17Networks_9	306
532	R	25.54	-44.94	-5.19	Occipital	parahippocampal	Somatomotor	7Networks_1	17Networks_15	584
533	R	29.95	-37.6	-11.91	Temporal	fusiform	none	7Networks_1	17Networks_15	382
534	R	24.2	-20.08	-27.35	Temporal	entorhinal	none	7Networks_5	17Networks_9	383
535	R	20.06	-3.26	-30.62	Temporal	temporalpole	none	7Networks_5	17Networks_9	384
536	R	22.11	9.7	-31.3	Temporal	temporalpole	none	7Networks_5	17Networks_9	385
537	R	23.18	-66.61	-7.55	Occipital	fusiform	Second-Visual	7Networks_1	17Networks_1	498
538	R	26.99	-54.6	-13.15	Occipital	fusiform	Second-Visual	7Networks_1	17Networks_1	499
539	R	38.49	-57.86	-10.7	Temporal	inferiortemporal	Second-Visual	7Networks_3	17Networks_5	500
540	R	48.94	-45.93	-17	Temporal	inferiortemporal	Cingulo-opercular	7Networks_3	17Networks_5	114
541	R	28.37	5.35	-35.14	Temporal	temporalpole	none	7Networks_5	17Networks_9	386
542	R	36.91	-3.48	-38.4	Temporal	inferiortemporal	none	7Networks_5	17Networks_9	387
543	R	59.12	-42.25	-16.47	Temporal	inferiortemporal	none	7Networks_6	17Networks_13	388
544	R	30.22	-6.43	-38.82	Temporal	fusiform	none	7Networks_5	17Networks_9	389
545	R	58.72	-26.29	-19.55	Temporal	inferiortemporal	Frontal-Parietal	7Networks_5	17Networks_17	307
546	R	49.85	-13.13	-33.1	Temporal	inferiortemporal	none	7Networks_5	17Networks_9	390
547	R	25.98	-6.27	-32.55	Temporal	fusiform	none	7Networks_5	17Networks_9	391
548	R	50.29	-23.02	-28.31	Temporal	inferiortemporal	none	7Networks_5	17Networks_9	392
549	R	36.77	-13.42	-28.93	Temporal	inferiortemporal	Frontal-Parietal	7Networks_5	17Networks_9	308
550	R	33.62	-18.16	-33.02	Temporal	fusiform	none	7Networks_5	17Networks_9	393
551	R	43.43	-22.95	-23.15	Temporal	inferiortemporal	none	7Networks_5	17Networks_9	394
552	R	48.38	-39.54	-20.62	Temporal	inferiortemporal	Cingulo-opercular	7Networks_3	17Networks_5	115
553	R	38.07	-41.22	-20.57	Temporal	fusiform	Somatomotor	7Networks_5	17Networks_9	585
554	R	34.46	-24.52	-27.46	Temporal	fusiform	none	7Networks_5	17Networks_9	395
555	R	34.07	-35.2	-17.99	Temporal	fusiform	none	7Networks_5	17Networks_9	396
556	R	31.08	-30.43	-19.1	Temporal	fusiform	none	7Networks_5	17Networks_9	397
557	R	26.61	-53.95	-4.17	Occipital	fusiform	Second-Visual	7Networks_1	17Networks_1	501
558	R	18.57	-105.13	4.65	Occipital	lateraloccipital	First-Visual-V1+	7Networks_1	17Networks_1	203
559	R	12.52	-85.72	6.9	Occipital	pericalcarine	First-Visual-V1+	7Networks_1	17Networks_1	204
560	R	9.65	-74.6	-1.64	Occipital	lingual	Second-Visual	7Networks_1	17Networks_2	502
561	R	49.7	-58.26	-12.35	Temporal	inferiortemporal	Frontal-Parietal	7Networks_3	17Networks_12	309
562	R	26.55	-97.18	0.27	Occipital	lateraloccipital	First-Visual-V1+	7Networks_1	17Networks_1	205
563	R	26.41	-99.63	7.79	Occipital	lateraloccipital	First-Visual-V1+	7Networks_1	17Networks_1	206
564	R	39.57	-66.13	-3.61	Occipital	inferiortemporal	Second-Visual	7Networks_3	17Networks_5	503
565	R	29.1	-97.76	-7.67	Occipital	lateraloccipital	First-Visual-V1+	7Networks_1	17Networks_1	207
566	R	28.08	-90.17	-8.48	Occipital	lateraloccipital	First-Visual-V1+	7Networks_1	17Networks_1	208
567	R	13.6	-88.78	-5.62	Occipital	lateraloccipital	First-Visual-V1+	7Networks_1	17Networks_1	209
568	R	31.1	-80.5	-12.83	Occipital	fusiform	Second-Visual	7Networks_1	17Networks_1	504
569	R	31.77	-70.36	-14.14	Occipital	fusiform	Second-Visual	7Networks_1	17Networks_1	505
570	R	25.33	-76.85	-7.53	Occipital	fusiform	Second-Visual	7Networks_1	17Networks_1	506
571	R	21.19	-65.5	-1.56	Occipital	lingual	Somatomotor	7Networks_1	17Networks_1	586
572	R	5.75	-81.17	23.61	Occipital	cuneus	Second-Visual	7Networks_1	17Networks_2	507
573	R	4.55	-68.42	27	Parietal	cuneus	Parieto-Occipital	7Networks_1	17Networks_2	427
574	R	17.27	-63.85	16.92	Occipital	precuneus	Second-Visual	7Networks_1	17Networks_2	508
575	R	18.34	-69.19	26.25	Parietal	precuneus	Second-Visual	7Networks_1	17Networks_2	509
576	R	13.14	-58.11	22.24	Parietal	precuneus	Parieto-Occipital	7Networks_7	17Networks_16	428
577	R	22.18	-33.6	-16.45	Temporal	parahippocampal	none	7Networks_5	17Networks_15	398
578	R	19.78	-20.16	-18.73	Temporal	parahippocampal	none	7Networks_5	17Networks_15	399
579	R	15.82	-31.11	-11.21	None	parahippocampal	none	7Networks_1	17Networks_15	400
580	R	28.91	-17.16	-19.52	Temporal	???	none	FreeSurfer_Defined_Medial_Wall	FreeSurfer_Defined_Medial_Wall	401
581	R	30.44	-24.19	-15.68	Temporal	???	none	FreeSurfer_Defined_Medial_Wall	FreeSurfer_Defined_Medial_Wall	402
582	R	27.62	-31.12	-10.48	Temporal	???	none	FreeSurfer_Defined_Medial_Wall	FreeSurfer_Defined_Medial_Wall	403
583	R	9.11	24.68	57.4	Frontal	superiorfrontal	Ventral-Attention-Language	7Networks_7	17Networks_17	629
584	R	10.94	36.44	50.02	Frontal	superiorfrontal	Frontal-Parietal	7Networks_7	17Networks_16	310
585	R	16.38	45.07	37.71	Frontal	rostralmiddlefrontal	Ventral-Attention-Language	7Networks_7	17Networks_17	630
586	R	27.3	40.4	28.59	Frontal	rostralmiddlefrontal	Cingulo-opercular	7Networks_4	17Networks_8	116
587	R	18.74	60.13	-1.19	Frontal	frontalpole	Frontal-Parietal	7Networks_5	17Networks_10	311
588	R	4.38	45.04	0.5	Frontal	medialorbitofrontal	Salience	7Networks_7	17Networks_16	439
589	R	27.65	53.75	10.39	Frontal	rostralmiddlefrontal	Frontal-Parietal-Other	7Networks_6	17Networks_13	330
590	R	11.2	60.23	6.19	Frontal	superiorfrontal	Ventral-Attention-Language	7Networks_7	17Networks_10	631
591	R	12.63	43.68	3.09	Frontal	medialorbitofrontal	Salience	7Networks_7	17Networks_16	440
592	R	22.04	56.91	18.05	Frontal	rostralmiddlefrontal	Frontal-Parietal	7Networks_7	17Networks_13	312
593	R	7.65	53.42	12.51	Frontal	superiorfrontal	Default	7Networks_7	17Networks_16	170
594	R	6.3	43.43	7.98	Frontal	superiorfrontal	Default	7Networks_7	17Networks_16	171
595	R	13.58	58.73	19.05	Frontal	superiorfrontal	Frontal-Parietal	7Networks_7	17Networks_16	313
596	R	13.63	38.02	12.47	Frontal	superiorfrontal	Frontal-Parietal	7Networks_7	17Networks_16	314
597	R	7.15	43.8	16.32	Frontal	superiorfrontal	Frontal-Parietal-Other	7Networks_7	17Networks_16	331
598	R	12.41	53.3	27.77	Frontal	superiorfrontal	Frontal-Parietal	7Networks_7	17Networks_17	315
599	R	4.95	48.63	25.93	Frontal	superiorfrontal	Default	7Networks_7	17Networks_16	172
600	R	5.18	45.86	39.91	Frontal	superiorfrontal	Ventral-Attention-Language	7Networks_7	17Networks_17	632
601	R	6.69	33.65	33.57	Frontal	superiorfrontal	Frontal-Parietal	7Networks_7	17Networks_16	316
602	R	20.05	32.52	38.13	Frontal	superiorfrontal	Frontal-Parietal-Other	7Networks_7	17Networks_16	332
603	R	21.23	32.31	49.92	Frontal	superiorfrontal	Default	7Networks_7	17Networks_16	173
604	R	15.83	24.67	51.24	Frontal	superiorfrontal	Default	7Networks_7	17Networks_16	174
605	R	25.29	25.86	42.6	Frontal	rostralmiddlefrontal	Frontal-Parietal-Other	7Networks_6	17Networks_8	333
606	R	29.99	15.87	51.88	Frontal	caudalmiddlefrontal	Frontal-Parietal	7Networks_7	17Networks_16	317
607	R	33.23	23.17	45.25	Frontal	rostralmiddlefrontal	Frontal-Parietal	7Networks_6	17Networks_8	318
608	R	30.7	16.23	37.8	Frontal	caudalmiddlefrontal	Frontal-Parietal-Other	7Networks_6	17Networks_13	334
609	R	36.14	12.7	-18.76	Insula	superiortemporal	Cingulo-opercular	7Networks_5	17Networks_9	117
610	R	38.35	-22.62	5.4	Temporal	transversetemporal	Cingulo-opercular	7Networks_2	17Networks_4	118
611	R	44.22	-13.1	-2.23	Temporal	superiortemporal	Cingulo-opercular	7Networks_2	17Networks_4	119
612	R	49.27	6.81	-7.86	Temporal	superiortemporal	Cingulo-opercular	7Networks_4	17Networks_4	120
613	R	54.59	-8.34	3.45	Temporal	superiortemporal	Cingulo-opercular	7Networks_2	17Networks_4	121
614	R	42.91	8.65	-21.88	Temporal	superiortemporal	Ventral-Attention-Language	7Networks_7	17Networks_14	633
615	R	52.38	2.19	-10.5	Temporal	superiortemporal	Cingulo-opercular	7Networks_7	17Networks_14	122
616	R	53.95	-10.88	-5.27	Temporal	superiortemporal	Ventral-Attention-Language	7Networks_2	17Networks_14	634
617	R	45.42	-3.95	-14.73	Temporal	superiortemporal	Default	7Networks_7	17Networks_17	175
618	R	49.51	-13.25	-13.82	Temporal	middletemporal	Default	7Networks_7	17Networks_16	176
619	R	58.42	-4.91	-18.66	Temporal	middletemporal	Frontal-Parietal	7Networks_7	17Networks_16	319
620	R	61.34	-16.96	-8.15	Temporal	middletemporal	Default	7Networks_7	17Networks_16	177
621	L	-11.67	-17.2	5.62	subcortical	Left-Thalamus-Proper	subcortical	na	na	587
622	L	-14.36	10.19	8.91	subcortical	Left-Caudate	subcortical	na	na	588
623	L	-26.47	0.75	-1.65	subcortical	Left-Putamen	subcortical	na	na	589
624	L	-19.98	-2.33	-3.54	subcortical	Left-Pallidum	subcortical	na	na	590
625	L	-24.29	-22.06	-14.01	subcortical	Left-Hippocampus	subcortical	na	na	591
626	L	-23.55	-4.17	-20.13	subcortical	Left-Amygdala	subcortical	na	na	592
627	L	-8.81	10.9	-9.43	subcortical	Left-Accumbens-area	subcortical	na	na	593
628	R	9.8	-15.81	5.97	subcortical	Right-Thalamus-Proper	subcortical	na	na	594
629	R	12.47	11.94	8.07	subcortical	Right-Caudate	subcortical	na	na	595
630	R	24.45	3.52	-2.15	subcortical	Right-Putamen	subcortical	na	na	596
631	R	18.72	-1.42	-2.53	subcortical	Right-Pallidum	subcortical	na	na	597
632	R	23.58	-20.65	-14.87	subcortical	Right-Hippocampus	subcortical	na	na	598
633	R	20.56	-3.82	-20.57	subcortical	Right-Amygdala	subcortical	na	na	599
634	R	6.76	12.04	-8.82	subcortical	Right-Accumbens-area	subcortical	na	na	600
